dataset,json_file,image_file,shape,image_path
GeoQA,7612.json,7612.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7612.png
GeoQA,7615.json,7615.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7615.png
GeoQA,7617.json,7617.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7617.png
GeoQA,7618.json,7618.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7618.png
GeoQA,7619.json,7619.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7619.png
GeoQA,7621.json,7621.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7621.png
GeoQA,7626.json,7626.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7626.png
GeoQA,7627.json,7627.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7627.png
GeoQA,7628.json,7628.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7628.png
GeoQA,7629.json,7629.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7629.png
GeoQA,7630.json,7630.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7630.png
GeoQA,7631.json,7631.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7631.png
GeoQA,7632.json,7632.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7632.png
GeoQA,7637.json,7637.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7637.png
GeoQA,7638.json,7638.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7638.png
GeoQA,7641.json,7641.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7641.png
GeoQA,7648.json,7648.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7648.png
GeoQA,7649.json,7649.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7649.png
GeoQA,7650.json,7650.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7650.png
GeoQA,7653.json,7653.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7653.png
GeoQA,7655.json,7655.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7655.png
GeoQA,7658.json,7658.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7658.png
GeoQA,7661.json,7661.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7661.png
GeoQA,7664.json,7664.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7664.png
GeoQA,7667.json,7667.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7667.png
GeoQA,767.json,767.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\767.png
GeoQA,7670.json,7670.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7670.png
GeoQA,7672.json,7672.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7672.png
GeoQA,7674.json,7674.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7674.png
GeoQA,7675.json,7675.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7675.png
GeoQA,7676.json,7676.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7676.png
GeoQA,7678.json,7678.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7678.png
GeoQA,7684.json,7684.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7684.png
GeoQA,7685.json,7685.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7685.png
GeoQA,769.json,769.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\769.png
GeoQA,7693.json,7693.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7693.png
GeoQA,7697.json,7697.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7697.png
GeoQA,7701.json,7701.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7701.png
GeoQA,7703.json,7703.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7703.png
GeoQA,7705.json,7705.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7705.png
GeoQA,7706.json,7706.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7706.png
GeoQA,7707.json,7707.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7707.png
GeoQA,7708.json,7708.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7708.png
GeoQA,7710.json,7710.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7710.png
GeoQA,7711.json,7711.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7711.png
GeoQA,7718.json,7718.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7718.png
GeoQA,7720.json,7720.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7720.png
GeoQA,7723.json,7723.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7723.png
GeoQA,7731.json,7731.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7731.png
GeoQA,7732.json,7732.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7732.png
GeoQA,7733.json,7733.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7733.png
GeoQA,7734.json,7734.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7734.png
GeoQA,7738.json,7738.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7738.png
GeoQA,7739.json,7739.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7739.png
GeoQA,7740.json,7740.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7740.png
GeoQA,7741.json,7741.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7741.png
GeoQA,7742.json,7742.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7742.png
GeoQA,7748.json,7748.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7748.png
GeoQA,7750.json,7750.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7750.png
GeoQA,7751.json,7751.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7751.png
GeoQA,7752.json,7752.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7752.png
GeoQA,7754.json,7754.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7754.png
GeoQA,7755.json,7755.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7755.png
GeoQA,7756.json,7756.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7756.png
GeoQA,7757.json,7757.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7757.png
GeoQA,7759.json,7759.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7759.png
GeoQA,776.json,776.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\776.png
GeoQA,7761.json,7761.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7761.png
GeoQA,7767.json,7767.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7767.png
GeoQA,7769.json,7769.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7769.png
GeoQA,777.json,777.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\777.png
GeoQA,7770.json,7770.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7770.png
GeoQA,7771.json,7771.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7771.png
GeoQA,7777.json,7777.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7777.png
GeoQA,7779.json,7779.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7779.png
GeoQA,778.json,778.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\778.png
GeoQA,7783.json,7783.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7783.png
GeoQA,7786.json,7786.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7786.png
GeoQA,7790.json,7790.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7790.png
GeoQA,7794.json,7794.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7794.png
GeoQA,7799.json,7799.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7799.png
GeoQA,78.json,78.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\78.png
GeoQA,7802.json,7802.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7802.png
GeoQA,7803.json,7803.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7803.png
GeoQA,7805.json,7805.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7805.png
GeoQA,7806.json,7806.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7806.png
GeoQA,7807.json,7807.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7807.png
GeoQA,7814.json,7814.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7814.png
GeoQA,7815.json,7815.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7815.png
GeoQA,7818.json,7818.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7818.png
GeoQA,7820.json,7820.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7820.png
GeoQA,7821.json,7821.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7821.png
GeoQA,7827.json,7827.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7827.png
GeoQA,7828.json,7828.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7828.png
GeoQA,7830.json,7830.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7830.png
GeoQA,7832.json,7832.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7832.png
GeoQA,7834.json,7834.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7834.png
GeoQA,7837.json,7837.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7837.png
GeoQA,7838.json,7838.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7838.png
GeoQA,7842.json,7842.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7842.png
GeoQA,7844.json,7844.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7844.png
GeoQA,7847.json,7847.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7847.png
GeoQA,7850.json,7850.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7850.png
GeoQA,7855.json,7855.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7855.png
GeoQA,7856.json,7856.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7856.png
GeoQA,7857.json,7857.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7857.png
GeoQA,7859.json,7859.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7859.png
GeoQA,786.json,786.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\786.png
GeoQA,7862.json,7862.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7862.png
GeoQA,7863.json,7863.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7863.png
GeoQA,7867.json,7867.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7867.png
GeoQA,7871.json,7871.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7871.png
GeoQA,7873.json,7873.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7873.png
GeoQA,7874.json,7874.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7874.png
GeoQA,7875.json,7875.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7875.png
GeoQA,7876.json,7876.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7876.png
GeoQA,7877.json,7877.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7877.png
GeoQA,7878.json,7878.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7878.png
GeoQA,7879.json,7879.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7879.png
GeoQA,7882.json,7882.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7882.png
GeoQA,7884.json,7884.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7884.png
GeoQA,7885.json,7885.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7885.png
GeoQA,7886.json,7886.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7886.png
GeoQA,7887.json,7887.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7887.png
GeoQA,7893.json,7893.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7893.png
GeoQA,7896.json,7896.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7896.png
GeoQA,7898.json,7898.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7898.png
GeoQA,79.json,79.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\79.png
GeoQA,7902.json,7902.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7902.png
GeoQA,7903.json,7903.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7903.png
GeoQA,7905.json,7905.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7905.png
GeoQA,7906.json,7906.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7906.png
GeoQA,7908.json,7908.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7908.png
GeoQA,7910.json,7910.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7910.png
GeoQA,7911.json,7911.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7911.png
GeoQA,7912.json,7912.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7912.png
GeoQA,7914.json,7914.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7914.png
GeoQA,7918.json,7918.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7918.png
GeoQA,7920.json,7920.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7920.png
GeoQA,7921.json,7921.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7921.png
GeoQA,7924.json,7924.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7924.png
GeoQA,7926.json,7926.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7926.png
GeoQA,7927.json,7927.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7927.png
GeoQA,7928.json,7928.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7928.png
GeoQA,793.json,793.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\793.png
GeoQA,7932.json,7932.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7932.png
GeoQA,7935.json,7935.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7935.png
GeoQA,7936.json,7936.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7936.png
GeoQA,7937.json,7937.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7937.png
GeoQA,7939.json,7939.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7939.png
GeoQA,7941.json,7941.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7941.png
GeoQA,7944.json,7944.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7944.png
GeoQA,7945.json,7945.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7945.png
GeoQA,7948.json,7948.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7948.png
GeoQA,795.json,795.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\795.png
GeoQA,7954.json,7954.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7954.png
GeoQA,7955.json,7955.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7955.png
GeoQA,7959.json,7959.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7959.png
GeoQA,796.json,796.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\796.png
GeoQA,7960.json,7960.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7960.png
GeoQA,7961.json,7961.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7961.png
GeoQA,7968.json,7968.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7968.png
GeoQA,7974.json,7974.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7974.png
GeoQA,7976.json,7976.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7976.png
GeoQA,7981.json,7981.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7981.png
GeoQA,7982.json,7982.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7982.png
GeoQA,7983.json,7983.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7983.png
GeoQA,7985.json,7985.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7985.png
GeoQA,7987.json,7987.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7987.png
GeoQA,7992.json,7992.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7992.png
GeoQA,7993.json,7993.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7993.png
GeoQA,7994.json,7994.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7994.png
GeoQA,7995.json,7995.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7995.png
GeoQA,7999.json,7999.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\7999.png
GeoQA,8.json,8.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8.png
GeoQA,80.json,80.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\80.png
GeoQA,8003.json,8003.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8003.png
GeoQA,8005.json,8005.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8005.png
GeoQA,8006.json,8006.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8006.png
GeoQA,8008.json,8008.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8008.png
GeoQA,8009.json,8009.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8009.png
GeoQA,8013.json,8013.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8013.png
GeoQA,8014.json,8014.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8014.png
GeoQA,8017.json,8017.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8017.png
GeoQA,8019.json,8019.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8019.png
GeoQA,8020.json,8020.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8020.png
GeoQA,8023.json,8023.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8023.png
GeoQA,8026.json,8026.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8026.png
GeoQA,8033.json,8033.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8033.png
GeoQA,8035.json,8035.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8035.png
GeoQA,8039.json,8039.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8039.png
GeoQA,8041.json,8041.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8041.png
GeoQA,8044.json,8044.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8044.png
GeoQA,8047.json,8047.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8047.png
GeoQA,8048.json,8048.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8048.png
GeoQA,8049.json,8049.png,rectangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8049.png
GeoQA,8051.json,8051.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8051.png
GeoQA,8053.json,8053.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8053.png
GeoQA,8056.json,8056.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8056.png
GeoQA,806.json,806.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\806.png
GeoQA,8060.json,8060.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8060.png
GeoQA,8061.json,8061.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8061.png
GeoQA,8062.json,8062.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8062.png
GeoQA,8063.json,8063.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8063.png
GeoQA,8065.json,8065.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8065.png
GeoQA,8067.json,8067.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8067.png
GeoQA,8068.json,8068.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8068.png
GeoQA,808.json,808.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\808.png
GeoQA,8083.json,8083.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8083.png
GeoQA,8086.json,8086.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8086.png
GeoQA,809.json,809.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\809.png
GeoQA,81.json,81.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\81.png
GeoQA,810.json,810.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\810.png
GeoQA,8111.json,8111.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8111.png
GeoQA,8121.json,8121.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8121.png
GeoQA,8122.json,8122.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8122.png
GeoQA,8134.json,8134.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8134.png
GeoQA,8175.json,8175.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8175.png
GeoQA,818.json,818.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\818.png
GeoQA,8180.json,8180.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8180.png
GeoQA,8184.json,8184.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8184.png
GeoQA,8199.json,8199.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8199.png
GeoQA,82.json,82.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\82.png
GeoQA,8200.json,8200.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8200.png
GeoQA,8203.json,8203.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8203.png
GeoQA,8208.json,8208.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8208.png
GeoQA,821.json,821.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\821.png
GeoQA,822.json,822.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\822.png
GeoQA,8220.json,8220.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8220.png
GeoQA,8236.json,8236.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8236.png
GeoQA,8237.json,8237.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8237.png
GeoQA,8240.json,8240.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8240.png
GeoQA,8243.json,8243.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8243.png
GeoQA,8244.json,8244.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8244.png
GeoQA,8253.json,8253.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8253.png
GeoQA,8255.json,8255.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8255.png
GeoQA,8258.json,8258.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8258.png
GeoQA,826.json,826.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\826.png
GeoQA,8260.json,8260.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8260.png
GeoQA,8261.json,8261.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8261.png
GeoQA,8267.json,8267.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8267.png
GeoQA,8273.json,8273.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8273.png
GeoQA,8286.json,8286.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8286.png
GeoQA,829.json,829.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\829.png
GeoQA,8291.json,8291.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8291.png
GeoQA,8293.json,8293.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8293.png
GeoQA,8297.json,8297.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8297.png
GeoQA,8298.json,8298.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8298.png
GeoQA,83.json,83.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\83.png
GeoQA,830.json,830.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\830.png
GeoQA,8307.json,8307.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8307.png
GeoQA,8308.json,8308.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8308.png
GeoQA,8315.json,8315.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8315.png
GeoQA,8331.json,8331.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8331.png
GeoQA,8336.json,8336.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8336.png
GeoQA,8339.json,8339.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\8339.png
